ID,NAME,OWNER,ADDRESS,SUBURB,STATE,LATITUDE,LONGITUDE
1393,Coles Express Sutton Forest East,Shell,8 Hume Highway East Bound,Sutton Forest,New South Wales,-34.607996,150.224975
1394,Coles Express Goulburn,Shell,86 Cowper Street,Goulburn,New South Wales,-34.7556779999999,149.710798
1395,Docker Street Auto Port,Shell,81-83 Docker Street,Wagga Wagga,New South Wales,-35.1153409999999,147.357165
1396,Coles Express Wagga Wagga,Shell,357 Edward Street,Wagga Wagga,New South Wales,-35.116036,147.350953
1397,Tolland Auto Port,Shell,229 Bourke Street,Tolland,New South Wales,-35.142862,147.351428
1398,Lake Village Auto Port,Shell,Lot 3 Gregory Crescent,Lake Albert,New South Wales,-35.1667459999999,147.382168
1399,Tallaganda,Shell,23 Elrington Street,Braidwood,New South Wales,-35.446114,149.802074
1400,Stonehouse Cafe & General Store,Shell,41 Quondola Street,Pambula,New South Wales,-36.931057,149.874684
1401,Pambula ,Shell,41 Quondola Street,Pambula,New South Wales,-36.9310609999999,149.874689
1402,Coles Express Invermay,Shell,103 Invermay Road,Invermay,Tasmania,-41.425398,147.136607
1403,Coles Express Launceston,Shell,67-73 Wellington Street,Launceston,Tasmania,-41.440389,147.137403
1404,Coles Express Launceston Bathurst St,Shell,104 Bathurst Street,Launceston,Tasmania,-41.4446179999999,147.137591
1405,Mobil Mullumbimby,Independent Fuel Supplies,2 Argyle Street,Mullumbimby,New South Wales,-28.553008,153.5039
1406,Mobil Lismore South,7-Eleven Pty Ltd,19-31 Elliott Road,South Lismore,New South Wales,-28.81211,153.266146
1407,Mobil Lismore,7-Eleven Pty Ltd,54A Ballina Road,Lismore,New South Wales,-28.814108,153.280252
1408,Mobil Ballina,7-Eleven Pty Ltd,337 River Street,Ballina,New South Wales,-28.865628,153.549173
1409,Mobil Gunnedah,7-Eleven Pty Ltd,16 Abbott Street,Gunnedah,New South Wales,-30.980532,150.25497
1410,Mobil Tamworth,7-Eleven Pty Ltd,7 Bridge Street,West Tamworth,New South Wales,-31.0911389999999,150.924854
1411,Mobil Tamworth,7-Eleven Pty Ltd,473-477 Goonoo Goonoo Road,Hillvue,New South Wales,-31.133436,150.922982
1412,Mobil North Haven,7-Eleven Pty Ltd,595-599 Ocean Drive,North Haven,New South Wales,-31.6404479999999,152.815506
1413,Mobil Gloucester,7-Eleven Pty Ltd,1 Park Street,Gloucester,New South Wales,-32.00531,151.957714
1414,Mobil Abermain,Independent Fuel Supplies,289 Cessnock Road,Abermain,New South Wales,-32.811157,151.425998
1415,Mobil Marulan,Independent Fuel Supplies,77-79 George Street,Marulan,New South Wales,-34.7116139999999,150.006731
1416,Mobil Goulburn,7-Eleven Pty Ltd,129 Lagoon Street,Goulburn,New South Wales,-34.7461279999999,149.732768
1417,Mobil Goulburn,7-Eleven Pty Ltd,1-3 Sowerby Street,Goulburn,New South Wales,-34.772904,149.691564
1418,Mobil Wagga Wagga,7-Eleven Pty Ltd,106 Edward Street,Wagga Wagga,New South Wales,-35.119112,147.368234
1419,Mobil Wagga Wagga,7-Eleven Pty Ltd,151 Hammond Avenue,East Wagga Wagga,New South Wales,-35.122399,147.396357
1420,Mobil Tarcutta,7-Eleven Pty Ltd,32 Sydney Street,Tarcutta,New South Wales,-35.277417,147.735606
1421,Mobil Braidwood,7-Eleven Pty Ltd,71 Wallace Street,Braidwood,New South Wales,-35.4463239999999,149.79941
1422,Mobil Culcairn,7-Eleven Pty Ltd,35 Balfour Street,Culcairn,New South Wales,-35.6680719999999,147.037328
1423,Mobil Holbrook,7-Eleven Pty Ltd,130 Albury Street,Holbrook,New South Wales,-35.720969,147.316312
1424,Mobil Tumbarumba,7-Eleven Pty Ltd,Lot 5 The Parade,Tumbarumba,New South Wales,-35.772978,148.011258
1425,Mobil Bodalla,Independent Fuel Supplies,93 Princes Highway,Bodalla,New South Wales,-36.088646,150.050607
1426,Mobil Halls Gap,7-Eleven Pty Ltd,111 Grampians Road,Halls Gap,Victoria,-37.140189,142.519557
1427,CPS Tamworth,Caltex,428 Armidale Road,Nemingha,New South Wales,-31.1231533549999,150.975167417
1428,CPS Port Macquarie,Caltex,15 Jambali Road,Port Macquarie,New South Wales,-31.450147,152.885474
1429,Collison & Everett Pty Ltd,Caltex,28 Durham Road,East Gresford,New South Wales,-32.428032,151.5506
1430,CPS Goulburn,Caltex,13-15 Sloane Street,Goulburn,New South Wales,-34.774227143,149.708527768
1431,CPS Bega,Caltex,36 Lagoon Street,Bega,New South Wales,-36.668195058,149.828880846
1432,Independent Mount Magnet,Independent Fuel Supplies,Lot 599 Hepburn Street,Mount Magnet,Western Australia,-28.0557959999999,117.849196
1433,Independent Yalgoo,Independent Fuel Supplies,62 Piesse Street,Yalgoo,Western Australia,-28.3466809999999,116.682873
1434,Ampol Uki,Ampol,1504 Kyogle Road,Uki,New South Wales,-28.4143329999999,153.331116
1435,Independent Urbenville,Ampol,41 Urben Street,Urbenville,New South Wales,-28.4724029999999,152.54853
1436,Caltex Brunswick Heads,Caltex,5 Tweed Street,Brunswick Heads,New South Wales,-28.5381219999999,153.548717
1437,Ampol Mullewa,Ampol,23 Jose Street,Mullewa,Western Australia,-28.539686,115.511764
1438,Independent Mullumbimby,Independent Fuel Supplies,Lot 24 Jubilee Avenue,Mullumbimby,New South Wales,-28.560354,153.49433
1439,Woolworths Caltex Byron Bay,Caltex,76-80 Shirley Street,Byron Bay,New South Wales,-28.6400209999999,153.603418
1440,Caltex Byron Bay,Caltex,Lot 50 Shirley Street,Byron Bay,New South Wales,-28.641987,153.610915
1441,Caltex Lismore,Caltex,136 Woodlark Street,Lismore,New South Wales,-28.808084,153.280748
1442,Caltex Lismore,Caltex,73-75 Dawson Street,Lismore,New South Wales,-28.8089439999999,153.28095
1443,Woolworths Caltex Lismore,Caltex,101-105 Diadem Street,Lismore,New South Wales,-28.8118469999999,153.287076
1444,Caltex Lismore South,Caltex,1 Three Chain Road,South Lismore,New South Wales,-28.820533,153.264821
1445,Caltex Alstonville,Caltex,73 Main Street,Alstonville,New South Wales,-28.841107,153.438889
1446,Caltex East Ballina,Caltex,30 Links Avenue,East Ballina,New South Wales,-28.8500819999999,153.582889
1447,Caltex Casino,Caltex,28-32 Dyraaba Street,Casino,New South Wales,-28.8549715889999,153.045035707
1448,Woolworths Caltex Ballina,Caltex,44 Pacific Highway,Ballina,New South Wales,-28.858309,153.56054
1449,Woolworths Caltex Casino,Caltex,130 Canterbury Street,Casino,New South Wales,-28.862316,153.04649
1450,Caltex Casino,Caltex,94-96 Centre Street,Casino,New South Wales,-28.865405,153.045084
1451,Caltex Casino,Caltex,60 Hare Street,Casino,New South Wales,-28.8701639999999,153.038212
1452,Ampol Tabulam,Ampol,8597-8601 Bruxner Highway,Tabulam,New South Wales,-28.887932,152.569306
1453,Caltex Woodburn,Caltex,129 River Street,Woodburn,New South Wales,-29.0720719999999,153.341012
1454,Independent Mingenew,Independent Fuel Supplies,46 Midlands Road,Mingenew,Western Australia,-29.1903879999999,115.440519
1455,Independent Morawa,Independent Fuel Supplies,Winfield Street and Davis Street,Morawa,Western Australia,-29.211598,116.009518
1456,Caltex Dongara,Caltex,30215 Brand Highway,Dongara,Western Australia,-29.253251,114.956364
1457,Caltex Iluka,Caltex,42 Spencer Street,Iluka,New South Wales,-29.4051469999999,153.349802
1458,Caltex Yamba,Caltex,22 Treelands Drive,Yamba,New South Wales,-29.4270299999999,153.327827
1459,Caltex Perenjori,Independent Fuel Supplies,Lot 300 Mullewa-Wubin Road,Perenjori,Western Australia,-29.434288,116.277913
1460,Ampol Three Springs,Ampol,88-90 Midlands Road,Three Springs,Western Australia,-29.533113,115.761258
1461,Ampol Ulmarra,Ampol,55 Pacific Highway,Ulmarra,New South Wales,-29.6311719999999,153.029265
1462,Caltex Junction Hill,Caltex,5 Casino Road,Junction Hill,New South Wales,-29.644917,152.926681
1463,Caltex Grafton,Caltex,179 Prince Street,Grafton,New South Wales,-29.686,152.937109
1464,Woolworths Caltex Grafton,Caltex,75-77 Fitzroy Street,Grafton,New South Wales,-29.692214,152.934357
1465,Caltex Grafton South,Caltex,Lot 346 Pacific Highway,South Grafton,New South Wales,-29.7073329999999,152.942428
1466,Independent Leeman,Independent Fuel Supplies,5 Rudduck Street,Leeman,Western Australia,-29.9447319999999,114.982175
1467,Caltex Jurien Bay,Caltex,Bashford Street and Murray Street,Jurien Bay,Western Australia,-30.3027539999999,115.04212
1468,Ampol Moora,Ampol,96 Gardiner Street,Moora,Western Australia,-30.641048,116.009241
1469,Caltex Coolgardie,Caltex,114 Bayley Street,Coolgardie,Western Australia,-30.9542489999999,121.158761
1470,Woolworths Caltex Gunnedah,Caltex,18-22 Tempest Street,Gunnedah,New South Wales,-30.976195,150.248246
1471,Caltex Gunnedah,Caltex,21 Abbott Street,Gunnedah,New South Wales,-30.980203,150.25618
1472,Caltex Tamworth,Caltex,21-23 White Street,Tamworth,New South Wales,-31.0925359999999,150.934172
1473,Woolworths Caltex Tamworth,Caltex,119 Bridge Street,West Tamworth,New South Wales,-31.0935489999999,150.916765
1474,Caltex Tamworth,Caltex,109 Gunnedah Road,Taminda,New South Wales,-31.097821,150.89543
1475,Caltex Tamworth,Caltex,2 Kathleen Street,South Tamworth,New South Wales,-31.103583,150.918607
1476,Caltex East Tamworth,Caltex,350-362 Armidale Road,East Tamworth,New South Wales,-31.114048,150.961265
1477,Ampol Nemingha,Ampol,1049 Armidale Road,Nemingha,New South Wales,-31.124161,150.990673
1478,Caltex Wyalkatchem,Caltex,Hands Drive and Mitchell Street,Wyalkatchem,Western Australia,-31.1804509999999,117.376744
1479,Caltex Southern Cross,Caltex,Great Eastern Highway and Sirius Street,Southern Cross,Western Australia,-31.232209,119.331935
1480,Caltex Goomalling,Caltex,Goomalling Road and Forward Street,Goomalling,Western Australia,-31.298889,116.83169
1481,Woolworths Caltex Port Macquarie,Caltex,1 Bay Street,Port Macquarie,New South Wales,-31.4277109999999,152.8958
1482,Caltex Port Macquarie,Caltex,92 Hastings River Drive,Port Macquarie,New South Wales,-31.429347,152.883065
1483,Caltex Port Macquarie,Caltex,29 Lord Street,Port Macquarie,New South Wales,-31.433261,152.916987
1484,Ampol Port Macquarie,Ampol,112 Gordon Street,Port Macquarie,New South Wales,-31.434918,152.904764
1485,Ampol Wauchope,Ampol,4 High Street,Wauchope,New South Wales,-31.4580589999999,152.7353
1486,Ampol Wauchope,Caltex,188 High Street,Wauchope,New South Wales,-31.464965193,152.722220207
1487,Caltex Merredin,Caltex,2-4 George Street,Merredin,Western Australia,-31.481252,118.274249
1488,Woolworths Caltex Lake Cathie,Caltex,1601-1611 Ocean Drive,Lake Cathie,New South Wales,-31.553129,152.854256
1489,Caltex Laurieton,Caltex,461 Ocean Drive,Laurieton,New South Wales,-31.643677,152.797795
1490,Caltex Wingham,Independent Fuel Supplies,113 Isabella Street,Wingham,New South Wales,-31.868105,152.371541
1491,Caltex Harrington,Caltex,85 Beach Street,Harrington,New South Wales,-31.871663,152.682487
1492,Caltex Cundletown,Caltex,Lot 1 Manning River Drive,Cundletown,New South Wales,-31.893345,152.506623
1493,Caltex Taree West,Caltex,102-106 Commerce Street,Taree,New South Wales,-31.907204,152.450092
1494,Woolworths Caltex Taree,Caltex,74-76 Manning Street,Taree,New South Wales,-31.909931,152.458933
1495,Caltex Gloucester,Caltex,137-141 Church Street,Gloucester,New South Wales,-32.012174,151.957966
1496,Caltex Forster,Caltex,16 Lake Street,Forster,New South Wales,-32.1830679999999,152.516252
1497,Woolworths Caltex Forster,Caltex,19 Breese Parade,Forster,New South Wales,-32.1999509999999,152.522389
1498,Caltex Pacific Palms,Caltex,339 Boomerang Drive,Blueys Beach,New South Wales,-32.342547,152.526396
1499,Caltex Dungog,Caltex,102 Hooke Street,Dungog,New South Wales,-32.3981899999999,151.748453
1500,Caltex Dungog,Caltex,23-27 Hooke Street,Dungog,New South Wales,-32.3994059999999,151.757251
1501,Ampol Booral,Ampol,2348 The Bucketts Way,Booral,New South Wales,-32.466712,151.959629
1502,Independent Kondinin,Independent Fuel Supplies,64-66 Graham Street,Kondinin,Western Australia,-32.494925,118.265038
1503,Caltex McDougalls Hill,Caltex,4949 New England Highway,McDougalls Hill,New South Wales,-32.545429,151.149208
1504,Woolworths Caltex Singleton,Caltex,Lot 211 Ryan Avenue,Singleton,New South Wales,-32.56497,151.165773
1505,Caltex Singleton,Caltex,58-66 John Street,Singleton,New South Wales,-32.5670229999999,151.165002
1506,Caltex Tea Gardens,Caltex,152 Myall Street,Tea Gardens,New South Wales,-32.665942,152.159073
1507,Caltex Nelson Bay,Caltex,38-40 Stockton Street,Nelson Bay,New South Wales,-32.723339,152.142918
1508,Independent Wickepin,Independent Fuel Supplies,64-66 Wogolin Road,Wickepin,Western Australia,-32.7818599999999,117.503334
1509,Caltex Kurri Kurri,Caltex,89 Northcote Street,Kurri Kurri,New South Wales,-32.8121849999999,151.476121
1510,Woolworths Caltex Cessnock,Caltex,220-224 Wollombi Road,Cessnock,New South Wales,-32.832444,151.354359
1511,Caltex Cessnock,Caltex,103 Wollombi Road,Cessnock,New South Wales,-32.839356,151.342991
1512,Caltex Williams,Caltex,56-58 Albany Highway,Williams,Western Australia,-33.0233969999999,116.878092
1513,Binningup,Caltex,26 Pioneer Street,Binningup,Western Australia,-33.14962,115.688363
1514,Independent Brunswick,Independent Fuel Supplies,97 South Western Highway,Brunswick,Western Australia,-33.2596379999999,115.836856
1515,Caltex Cudal,Caltex,4 Naylor Street,Cudal,New South Wales,-33.283714,148.742507
1516,Independent Orange,Independent Fuel Supplies,91 Elsham Avenue,Orange,New South Wales,-33.3086329999999,149.106241
1517,Independent Dumbleyung,Independent Fuel Supplies,Lot 45 Absolon Street,Dumbleyung,Western Australia,-33.3148619999999,117.74128
1518,Ampol Colo Heights,Ampol,3356 Putty Road,Colo Heights,New South Wales,-33.365177,150.709237
1519,Woolworths Caltex Lithgow,Caltex,41 Lithgow Street,Lithgow,New South Wales,-33.483201,150.153185
1520,Caltex Mount Victoria,Caltex,36-38 Great Western Highway,Mount Victoria,New South Wales,-33.5844059999999,150.246542
1521,Ampol Carbunup River,Ampol,399 Bussell Highway,Carbunup River,Western Australia,-33.699018,115.189016
1522,Ampol Kirup,Ampol,79 South Western Highway,Kirup,Western Australia,-33.711732,115.894301
1523,Caltex Hazelbrook,Caltex,198 Great Western Highway,Hazelbrook,New South Wales,-33.7210489999999,150.452086
1524,Independent Balingup,Independent Fuel Supplies,12 Bridgetown Road,Balingup,Western Australia,-33.784052,115.98394
1525,Independent Kojonup,Independent Fuel Supplies,154 Albany Highway,Kojonup,Western Australia,-33.840572,117.16118
1526,Independent Greenbushes,Ampol,28-30 Blackwood Road,Greenbushes,Western Australia,-33.8484809999999,116.058862
1527,Independent Cowaramup,Independent Fuel Supplies,60 Bussell Highway,Cowaramup,Western Australia,-33.850207,115.103309
1528,Independent Gnowangerup,Independent Fuel Supplies,6-8 Yougenup Road,Gnowangerup,Western Australia,-33.934021,118.005604
1529,Ampol Jerramungup,Ampol,South Coast Highway and Tobruk Road,Jerramungup,Western Australia,-33.9403379999999,118.92098
1530,Caltex Burraga,Independent Fuel Supplies,63 Edgar Hanrahan Drive,Burraga,New South Wales,-33.947628,149.529701
1531,Independent Nannup,Ampol,59 Warren Road,Nannup,Western Australia,-33.980489,115.764855
1532,Woolworths Caltex Mount Annan,Caltex,1 George Hunter Drive,Narellan,New South Wales,-34.039654,150.743242
1533,Caltex Narellan,Caltex,1 George Hunter Drive,Narellan,New South Wales,-34.039667,150.743242
1534,Woolworths Caltex Narellan,Caltex,320 Camden Valley Way,Narellan,New South Wales,-34.0406829999999,150.736512
1535,Caltex Manjimup,Caltex,48 South Western Highway,Manjimup,Western Australia,-34.232794,116.149293
1536,Independent Manjimup,Independent Fuel Supplies,Pritchard Street and Rose Street,Manjimup,Western Australia,-34.2480619999999,116.140946
1537,Ampol Rocky Gully,Ampol,9522 Muirs Highway,Rocky Gully,Western Australia,-34.509629,117.01183
1538,Independent Marulan,Independent Fuel Supplies,Lot 2 Brayton Road,Marulan,New South Wales,-34.708497,150.008534
1539,Caltex Goulburn,Caltex,315 Auburn Street,Goulburn,New South Wales,-34.7494409999999,149.723241
1540,Caltex Goulburn,Caltex,68 Goldsmith Street,Goulburn,New South Wales,-34.750512,149.719201
1541,Caltex Goulburn,Caltex,74 Clinton Street,Goulburn,New South Wales,-34.757238,149.713461
1542,Woolworths Caltex Goulburn,Caltex,11-23 Clinton Street,Goulburn,New South Wales,-34.758271,149.716726
1543,Caltex Yass,Caltex,1715 Yass Valley Way,Yass,New South Wales,-34.807065,148.882277
1544,Caltex Woolworths Yass,Caltex,228 Comur Street,Yass,New South Wales,-34.844528,148.913967
1545,Caltex Murrumbateman,Caltex,20 East Street,Murrumbateman,New South Wales,-34.9697899999999,149.029946
1546,Caltex Bewong,Caltex,2399 Princes Highway,Bewong,New South Wales,-35.0856279999999,150.533273
1547,Caltex St Georges Basin,Caltex,3 St Georges Road,St Georges Basin,New South Wales,-35.089684,150.590683
1548,Caltex Wagga Wagga,Caltex,170-172 Fitzmaurice Street,Wagga Wagga,New South Wales,-35.102906,147.367899
1549,Woolworths Caltex Wagga Wagga,Caltex,17 Forsyth Street,Wagga Wagga,New South Wales,-35.1141489999999,147.374076
1550,Caltex Wagga Wagga,Caltex,56-60 Docker Street,Wagga Wagga,New South Wales,-35.117333,147.355813
1551,Caltex Wagga Wagga,Caltex,131 Fernleigh Road,Glenfield Park,New South Wales,-35.129991,147.341965
1552,Caltex Gumly Gumly,Caltex,3685 Sturt Highway,Gumly Gumly,New South Wales,-35.135791,147.442601
1553,Caltex Woolworths Kooringal,Caltex,265-267 Lake Albert Road,Kooringal,New South Wales,-35.140687,147.375546
1554,Caltex Alfred Town,Caltex,National Highway 20,Alfredtown,New South Wales,-35.1610889999999,147.512087
1555,Caltex Uranquinty,Caltex,28 Morgan Street,Uranquinty,New South Wales,-35.193797,147.245593
1556,Caltex Ladysmith,Independent Fuel Supplies,14 Kyeamba Street,Ladysmith,New South Wales,-35.2074049999999,147.513607
1557,Independent Bendalong,Independent Fuel Supplies,20 Waratah Street,Bendalong,New South Wales,-35.246548,150.531734
1558,Caltex Lake Tabourie,Independent Fuel Supplies,70 Princes Highway,Lake Tabourie,New South Wales,-35.435059,150.403291
1559,Caltex Tumbarumba,Caltex,Lot 1 Bridge Street,Tumbarumba,New South Wales,-35.7770159999999,148.011129
1560,Independent Mogo,7-Eleven Pty Ltd,35 Sydney Street,Mogo,New South Wales,-35.782362,150.142135
1561,Independent Walwa,Caltex,54 Main Street,Walwa,Victoria,-35.964198,147.736799
1562,Ampol Coila,Ampol,3926 Princes Highway,Coila,New South Wales,-36.010914,150.104624
1563,Caltex Tallangatta,Caltex,21 Towong Street,Tallangatta,Victoria,-36.2159189999999,147.179825
1564,Caltex Bermagui,Caltex,2 Bunga Street,Bermagui,New South Wales,-36.4273249999999,150.075919
